"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.404601839E0,-1.095192730E-1,-2.531925738E-1,5.053199083E-2
7.424494027E0,-1.297587007E-1,-2.836183012E-1,9.473916143E-2
7.444399912E0,-1.441393495E-1,-3.145100474E-1,9.420654923E-2
7.464281579E0,-1.276282370E-1,-2.979989350E-1,7.396712154E-2
7.484176266E0,-1.025952548E-1,-2.814878225E-1,5.426030606E-2
7.504064704E0,-9.720251709E-2,-3.134448230E-1,2.656424791E-2
7.523948402E0,-8.974587917E-2,-3.326190114E-1,-1.078548469E-2
7.543857048E0,-5.299534276E-2,-3.411408663E-1,-3.848154470E-2
7.563733714E0,-3.328853101E-2,-3.726318181E-1,-8.382052183E-2
7.583631162E0,-4.820179567E-2,-4.216325581E-1,-1.498649716E-1
7.603515433E0,-6.684337556E-2,-5.218310356E-1,-1.978670359E-1
7.623389391E0,-3.808208182E-2,-6.017900705E-1,-1.978670359E-1
7.643286787E0,-3.062544949E-2,-5.356790423E-1,-1.631803811E-1
7.663183402E0,-5.086487532E-2,-2.820204496E-1,-1.264298409E-1
