"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.986925746E0,3.514784098E0,4.882428646E0,3.226049662E0
7.006811475E0,3.201850414E0,4.239464760E0,3.717978239E0
7.026701006E0,2.702697515E0,2.888857841E0,3.357892752E0
7.046592673E0,2.803801775E0,1.814835548E0,1.824045181E0
7.066467100E0,2.915719748E0,1.731363773E0,6.337494850E-1
7.086350121E0,2.804294586E0,1.557989597E0,2.629675865E-1
7.106230381E0,2.447305918E0,1.209349632E0,6.521184444E-1
7.126123610E0,1.835757732E0,1.010992050E0,8.621332645E-1
7.146041266E0,1.466370106E0,1.264878750E0,5.716488361E-1
7.165927412E0,1.561690331E0,1.503533840E0,4.238970280E-1
7.185787881E0,1.728608608E0,1.370084763E0,6.547824144E-1
7.205701371E0,1.469121456E0,1.104273319E0,6.937758923E-1
7.225577829E0,1.185365677E0,1.015684605E0,5.413643122E-1
7.245463141E0,1.214863300E0,1.004935265E0,3.084602356E-1
7.265364131E0,1.424272537E0,7.459778786E-1,1.567566395E-1
7.285263350E0,1.220129490E0,4.612774849E-1,1.186604500E-1
7.305145954E0,6.651391983E-1,4.176511765E-1,1.487077475E-1
7.325139027E0,3.224883080E-1,3.755970001E-1,6.173157692E-2
7.344935329E0,3.281445503E-1,6.166162491E-1,-5.215430260E-2
7.364830485E0,3.494472504E-1,9.632167816E-1,-5.519437790E-2
7.384735954E0,1.327395439E-1,1.042050362E0,5.459928513E-2
7.404601839E0,-1.935720444E-1,7.999353409E-1,6.028771400E-2
7.424494027E0,-4.886708260E-1,5.267295837E-1,9.055113792E-2
7.444399912E0,-4.620733261E-1,2.366666794E-1,-1.421973705E-1
7.464281579E0,-3.008837700E-1,2.088546753E-3,-1.594734192E-1
7.484176266E0,-2.751750946E-1,-1.110496521E-1,1.461396217E-1
7.504064704E0,-5.620288849E-2,-9.693479538E-2,2.476680279E-1
7.523948402E0,1.807241440E-1,-1.731300354E-2,-1.596751213E-1
7.543857048E0,3.224315643E-1,2.498054504E-2,-3.335392475E-1
7.563733714E0,3.544354439E-1,-2.215814590E-2,-2.776734829E-1
7.583631162E0,3.129663467E-1,3.621578217E-2,-2.342741489E-1
7.603515433E0,3.214259148E-1,4.061985016E-2,-3.520827293E-1
7.623389391E0,4.846868515E-1,9.604263306E-2,-1.988258362E-1
7.643286787E0,6.490874290E-1,1.258497238E-1,-1.551856995E-1
7.663183402E0,6.291966438E-1,2.052741051E-1,-1.150710583E-1
7.683073714E0,4.280700684E-1,1.244034767E-1,4.119277000E-2
7.702945173E0,2.238683701E-1,-5.486679077E-2,2.222740650E-1
7.722855954E0,7.543849945E-2,-3.211307526E-2,3.662171364E-1
7.742763610E0,-1.649904251E-2,1.074409485E-1,3.874051571E-1
7.762635068E0,-7.525253296E-2,4.398345947E-2,3.186290264E-1
7.782505798E0,1.468944550E-2,2.827310562E-2,3.192169666E-1
7.802414808E0,9.573364258E-2,4.857540131E-2,1.762714386E-1
7.822293714E0,5.167484283E-3,6.147909164E-2,4.416942596E-3
7.842179860E0,-3.902149200E-2,2.433037758E-1,-9.032177925E-2
