"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.192381792E0,-6.127123237E-1,-7.655943036E-1,-8.917574883E-1
7.212230792E0,-8.278197050E-1,-1.511877775E0,-6.429387927E-1
7.232079792E0,-6.991204023E-1,-9.995957017E-1,-2.887419164E-1
7.251929792E0,-3.548043370E-1,5.492040515E-1,1.361826900E-2
7.271778792E0,-1.274654716E-1,1.831509829E0,4.260450304E-1
7.291627792E0,-1.295952052E-1,1.976617575E0,7.295724154E-1
7.311477792E0,-1.963129193E-1,1.065184236E0,7.964709997E-1
7.331326792E0,-1.560784727E-1,2.794299088E-2,6.267969012E-1
7.351175792E0,1.968703233E-3,-2.717776597E-1,4.782907665E-1
7.371025792E0,1.189562902E-1,2.047257274E-1,5.133811831E-1
7.390874792E0,7.898754627E-2,7.772108316E-1,6.030752659E-1
7.410723792E0,1.552533451E-2,8.867497444E-1,6.009439826E-1
7.430573792E0,5.036552995E-2,3.580796421E-1,3.617199361E-1
7.450422792E0,6.792557985E-2,-4.276665747E-1,1.040012389E-1
7.470271792E0,-1.198677868E-1,-8.882139325E-1,5.089819431E-2
7.490121792E0,-3.535615802E-1,-8.235967159E-1,-3.313433379E-2
7.509970792E0,-4.710720778E-1,-3.678933084E-1,-1.802581698E-1
7.529819792E0,-4.584756494E-1,7.938995957E-2,-2.643746436E-1
7.549669792E0,-4.862317145E-1,8.241217583E-2,-1.120760441E-1
7.569518792E0,-5.982525945E-1,-1.620337367E-1,3.703548014E-2
7.589367792E0,-5.748320222E-1,-3.052805066E-1,8.982084692E-2
7.609217792E0,-3.624093235E-1,-1.835186183E-1,8.843363822E-2
7.629066792E0,-2.612899542E-1,2.460298315E-2,2.404757738E-1
7.648915792E0,-3.173342347E-1,-7.160061598E-2,5.530615449E-1
7.668765792E0,-2.813648582E-1,-2.046296299E-1,5.543797016E-1
7.688614792E0,-2.979793847E-1,-2.464422435E-1,5.176364779E-1
7.708463792E0,-3.764359951E-1,-3.474637866E-2,9.029020071E-1
7.728313792E0,-4.080784917E-1,4.316542745E-1,1.186690569E0
7.748162792E0,-3.246687651E-1,8.975060582E-1,1.276253104E0
7.768011042E0,-2.266222388E-1,1.085618973E0,1.369301677E0
7.787861042E0,-2.091621757E-1,7.536879778E-1,1.502404571E0
7.807710042E0,-2.722283900E-1,9.405956417E-2,1.636395454E0
7.827559042E0,-4.011602402E-1,-5.547456145E-1,1.797656178E0
7.847409042E0,-2.980834842E-1,-8.033403754E-1,1.790749431E0
7.867258042E0,-1.174593493E-1,-6.366039515E-1,1.698914051E0
7.887107042E0,-2.657222934E-2,-5.309390426E-1,1.799761534E0
7.906957042E0,6.261915900E-3,-5.931550860E-1,2.170278549E0
7.926806042E0,1.789971143E-1,-7.995588183E-1,2.639909029E0
7.946655042E0,6.477743387E-1,-1.249065161E0,2.742690325E0
