,X (rad/s),Y (rad/s),Z (rad/s),X (m/s^2),Y (m/s^2),Z (m/s^2),Punch Type
1346,0.214,0.12,0.088,0.251,0.3,0.536,leftnopunch
1347,0.745,1.863,1.826,2.087,5.433,1.443,cross
1348,1.195,1.633,2.335,10.724,9.352,7.744,lefthook
1349,1.488,1.601,2.275,10.601,8.188,6.082,lefthook
1350,0.262,0.13,0.065,0.205,0.254,0.55,leftnopunch
1351,0.69,2.356,1.994,2.626,6.082,1.494,cross
1352,1.392,0.846,0.568,1.757,4.667,3.787,leftuppercut
1353,0.325,0.203,0.477,0.487,0.367,0.582,rightnopunch
1354,0.853,1.793,1.912,2.422,5.701,1.708,cross
1355,1.62,3.503,1.578,4.682,6.477,6.762,jab
1356,0.229,0.275,0.515,0.499,0.378,0.677,rightnopunch
1357,1.483,2.083,2.986,9.766,9.592,6.095,righthook
1358,2.024,0.966,0.78,2.496,4.052,4.51,rightuppercut
1359,1.195,3.244,1.714,6.409,9.15,6.626,jab
1360,2.213,1.766,1.539,3.319,8.304,7.406,lefthook
1361,0.424,0.347,0.351,0.568,1.038,0.715,lefthook
1362,1.092,2.87,1.674,5.857,7.622,5.821,jab
1363,0.319,0.395,0.825,2.28,2.944,1.381,rightnopunch
1364,1.266,2.252,1.424,2.301,4.668,1.947,jab
1365,0.549,0.196,0.282,0.487,0.346,0.442,leftnopunch
1366,1.321,2.78,2.383,12.208,8.796,6.248,cross
1367,1.694,2.6,1.727,4.088,5.829,7.553,rightuppercut
1368,1.486,1.709,1.642,5.076,5.326,5.453,rightuppercut
1369,0.403,0.222,0.179,0.703,0.408,0.656,leftnopunch
1370,0.259,0.167,0.375,0.48,0.378,0.399,rightnopunch
1371,0.342,0.202,0.215,0.303,0.651,0.17,leftnopunch
1372,0.752,2.018,1.924,2.738,5.401,1.741,cross
1373,0.189,0.272,0.316,1.663,1.7,1.478,leftnopunch
1374,0.776,1.46,1.677,2.013,5.547,1.464,cross
1375,2.236,2.019,1.505,3.951,10.153,8.947,leftuppercut
1376,1.082,0.698,0.588,1.786,3.052,2.677,rightuppercut
1377,0.436,0.142,0.151,0.193,0.528,0.676,rightuppercut
1378,2.199,2.202,1.468,3.655,6.966,6.857,leftuppercut
1379,0.387,0.178,0.202,0.343,0.199,0.358,leftnopunch
1380,0.097,0.158,0.181,0.516,0.244,0.341,rightnopunch
1381,1.732,2.107,2.989,11.729,10.648,7.956,righthook
1382,0.159,0.224,0.097,1.325,1.142,1.276,leftnopunch
1383,1.214,2.911,2.088,8.839,10.041,5.409,cross
1384,0.416,0.212,0.407,0.581,0.358,0.716,rightnopunch
1385,1.311,1.443,2.143,8.786,7.892,6.096,lefthook
1386,0.284,0.389,0.139,0.443,0.313,0.467,leftnopunch
1387,0.342,0.182,0.279,0.329,0.578,0.41,leftnopunch
1388,0.115,0.196,0.287,0.414,0.45,0.59,rightnopunch
1389,2.301,2.184,1.675,4.984,9.582,10.661,leftuppercut
1390,2.114,2.409,1.734,6.341,10.195,10.234,leftuppercut
1391,0.831,1.886,1.649,2.182,6.025,1.443,cross
1392,1.369,0.715,1.025,2.761,3.999,2.592,righthook
1393,1.576,2.135,1.881,4.348,6.278,7.324,rightuppercut
1394,1.545,1.592,2.427,9.262,7.895,6.718,lefthook
1395,1.533,3.28,1.699,8.257,10.668,6.298,cross
1396,1.522,1.974,1.823,4.567,5.641,4.994,leftuppercut
1397,0.452,0.202,0.194,0.198,0.382,0.54,righthook
1398,1.827,2.491,3.9,19.847,14.548,10.405,righthook
1399,0.991,2.857,1.278,4.692,8.866,4.652,jab
1400,0.701,2.354,1.347,4.047,3.242,2.932,cross
1401,0.138,0.196,0.128,0.675,0.62,1.273,leftnopunch
1402,0.304,0.174,0.276,0.557,0.337,0.586,leftnopunch
1403,1.444,2.063,1.807,4.825,5.831,6.118,rightuppercut
1404,1.376,0.783,1.367,2.853,4.165,4.289,righthook
1405,0.887,0.97,1.012,5.632,3.062,2.709,lefthook
1406,0.387,0.294,0.31,0.401,0.75,0.713,lefthook
1407,0.226,0.18,0.164,0.235,0.292,0.585,leftnopunch
1408,1.192,2.919,1.65,6.324,7.016,5.015,jab
1409,0.857,0.875,0.647,1.958,4.022,2.986,lefthook
1410,1.857,1.83,2.665,10.768,9.464,8.194,lefthook
1411,0.475,0.297,0.266,0.404,0.395,1.015,righthook
1412,0.512,2.7,1.385,3.626,3.203,2.085,jab
1413,1.303,2.182,2.075,7.739,7.771,5.39,cross
1414,1.44,0.755,1.125,2.697,4.041,3.848,righthook
1415,1.097,2.54,1.533,6.191,7.734,5.185,jab
1416,1.104,2.299,1.247,2.961,5.962,1.763,cross
1417,0.301,0.269,0.52,0.809,0.728,0.638,rightnopunch
1418,0.957,0.276,0.22,0.678,0.743,1.039,rightuppercut
1419,0.359,1.455,0.565,1.179,0.624,1.11,cross
1420,1.433,2.397,1.52,2.597,4.607,2.084,jab
1421,1.742,1.685,2.09,4.688,6.929,6.29,lefthook
1422,1.022,0.571,0.947,2.191,3.689,2.734,leftuppercut
1423,0.991,0.889,0.835,2.237,4.563,2.937,lefthook
1424,0.402,0.132,0.148,0.146,0.354,0.528,rightuppercut
1425,0.333,0.353,0.329,1.009,0.531,1.17,rightnopunch
1426,3.223,2.835,2.855,10.438,13.243,16.937,rightuppercut
1427,0.882,1.811,1.786,6.877,6.243,5.883,lefthook
1428,2.738,2.405,2.061,7.92,10.749,11.531,rightuppercut
1429,0.86,1.134,0.757,2.6,4.322,2.663,lefthook
1430,0.24,0.248,0.327,1.422,1.391,1.448,leftnopunch
1431,0.391,0.152,0.281,0.415,0.217,0.516,leftnopunch
1432,0.56,0.196,0.164,0.284,0.706,0.849,rightuppercut
1433,1.451,3.077,1.936,5.065,7.778,7.264,jab
1434,2.569,2.46,2.611,10.181,13.324,11.715,rightuppercut
1435,1.16,2.955,1.687,4.611,7.085,4.915,jab
1436,2.953,1.757,1.656,3.744,8.709,8.67,righthook
1437,0.667,2.816,1.431,3.843,3.322,2.824,jab
1438,0.147,0.222,0.141,0.385,0.233,0.384,rightnopunch
1439,2.668,1.958,1.635,3.422,7.438,7.748,leftuppercut
1440,1.679,1.889,2.251,3.884,7.01,5.753,lefthook
1441,1.336,2.439,1.86,7.833,9.706,6.208,cross
1442,0.619,0.611,0.781,3.541,3.422,1.465,rightuppercut
1443,0.294,0.151,0.3,0.248,0.306,0.166,rightnopunch
1444,1.709,1.876,3.439,11.432,11.263,7.483,righthook
1445,1.057,1.577,1.542,7.818,9.087,4.225,cross
1446,0.912,2.204,1.267,4.389,6.526,4.163,jab
1447,0.535,0.217,0.276,0.535,0.39,0.604,leftnopunch
1448,2.741,2.468,1.972,4.75,7.444,8.504,leftuppercut
1449,0.197,0.265,0.41,1.548,1.618,1.532,leftnopunch
1450,0.598,0.576,0.72,2.201,3.066,2.039,rightnopunch
1451,1.1,0.821,0.575,1.632,4.108,2.835,lefthook
1452,0.592,2.88,1.495,4.118,3.967,3.115,jab
1453,1.258,1.734,1.114,2.403,4.258,1.633,jab
1454,2.211,1.582,2.359,4.459,8.165,6.952,lefthook
1455,1.036,0.933,0.919,1.965,4.31,2.906,leftuppercut
1456,1.739,1.712,1.936,4.015,7.681,5.395,lefthook
1457,1.542,0.705,1.099,2.923,4.451,3.828,righthook
1458,1.264,3.488,1.498,6.736,6.839,5.479,jab
1459,0.333,0.409,0.753,2.206,2.726,2.092,rightnopunch
1460,0.598,2.525,1.244,3.28,2.703,2.587,cross
1461,1.446,2.671,1.292,2.3,4.122,2.249,jab
1462,1.898,2.092,1.539,2.928,6.175,7.3,rightuppercut
1463,0.625,2.337,1.222,3.34,2.483,1.85,cross
1464,0.134,0.132,0.12,0.414,0.298,0.303,rightnopunch
1465,2.379,2.269,1.882,8.956,10.746,10.851,rightuppercut
1466,0.266,0.206,0.344,1.344,1.333,1.582,leftnopunch
1467,1.648,2.682,1.59,4.733,6.639,5.883,jab
1468,2.057,1.083,1.866,4.026,7.662,6.31,lefthook
1469,2.292,2.19,1.475,3.585,6.625,6.13,leftuppercut
1470,0.435,2.47,1.248,3.63,3.282,2.406,jab
1471,1.964,2.032,1.083,3.631,5.873,5.097,leftuppercut
1472,0.252,0.304,0.316,0.758,0.613,0.396,rightnopunch
1473,1.588,2.269,1.398,2.689,5.889,6.332,rightuppercut
1474,1.859,2.37,3.207,13.059,11.853,8.274,righthook
1475,1.15,1.694,2.107,9.976,8.229,6.573,lefthook
1476,1.952,1.438,2.131,3.182,6.628,4.936,lefthook
1477,1.579,1.097,1.303,2.65,4.107,4.351,righthook
1478,0.683,0.282,0.418,0.695,0.611,0.654,leftnopunch
1479,0.064,0.076,0.15,0.246,0.176,0.14,rightnopunch
1480,0.703,0.361,0.34,0.643,0.511,0.568,leftnopunch
1481,0.209,0.109,0.284,0.326,0.461,0.505,leftnopunch
1482,3.432,2.734,2.443,9.51,13.51,14.77,rightuppercut
1483,0.376,0.437,0.429,1.014,0.844,1.217,rightnopunch
1484,1.238,2.042,2.168,9.788,10.126,5.859,cross
1485,0.54,1.494,0.791,2.19,2.678,1.976,cross
1486,0.526,0.702,0.728,1.182,1.272,0.718,rightuppercut
1487,0.237,0.172,0.234,0.443,0.286,0.345,leftnopunch
1488,0.456,0.198,0.092,0.277,0.641,0.747,leftnopunch
1489,1.104,1.461,1.969,7.055,8.32,7.096,lefthook
1490,1.619,0.632,1.29,2.657,3.919,3.249,righthook
1491,0.264,0.231,0.244,0.591,0.561,0.722,rightnopunch
1492,1.296,2.168,1.294,2.062,5.113,3.226,jab
1493,1.629,2.472,3.16,12.815,14.156,10.611,lefthook
1494,1.429,2.127,3.289,13.279,10.289,7.326,righthook
1495,0.222,0.127,0.147,0.228,0.257,0.471,leftnopunch
1496,0.143,0.14,0.134,0.303,0.234,0.183,rightnopunch
1497,1.205,0.665,0.646,1.648,2.781,2.819,rightuppercut
1498,0.61,2.543,1.05,2.628,2.694,1.869,cross
1499,0.434,0.21,0.251,0.636,0.243,0.558,leftnopunch
1500,2.339,2.539,1.389,4.737,9.338,8.879,leftuppercut
1501,1.121,2.136,1.997,9.274,8.201,3.648,cross
1502,2.378,2.2,1.74,6.842,12.163,8.676,rightuppercut
1503,2.012,2.384,1.691,4.459,7.342,6.526,leftuppercut
1504,0.23,0.162,0.303,0.583,0.527,0.265,rightnopunch
1505,1.346,1.714,2.168,10.046,7.909,6.992,lefthook
1506,1.327,2.405,1.446,2.776,4.395,2.914,jab
1507,3.17,2.323,2.496,9.924,13.344,11.471,rightuppercut
1508,2.19,1.673,1.541,4.434,7.551,7.329,righthook
1509,0.851,2.18,1.825,8.349,8.403,4.924,cross
1510,1.785,0.661,1.388,3.027,4.857,3.782,righthook
1511,0.725,2.498,0.936,2.828,2.903,2.334,jab
1512,1.567,2.629,2.263,8.678,8.539,5.23,cross
1513,1.917,1.665,1.274,3.526,6.332,6.834,rightuppercut
1514,1.12,3.017,1.256,4.685,6.425,5.225,jab
1515,2.729,1.918,1.021,2.758,7.109,6.64,leftuppercut
1516,1.661,0.762,1.434,3.106,4.538,4.594,righthook
1517,1.155,2.649,1.753,2.358,4.001,2.297,jab
1518,2.18,1.488,1.565,3.682,6.831,5.817,leftuppercut
1519,0.31,0.36,0.449,0.857,0.732,0.795,rightnopunch
1520,0.898,1.366,1.484,6.01,4.867,3.576,righthook
1521,1.346,1.581,3.011,13.002,8.709,7.022,righthook
1522,0.49,0.229,0.487,1.045,1.487,1.406,leftuppercut
1523,2.167,2.055,1.442,3.859,9.35,8.343,leftuppercut
1524,1.436,1.876,2.068,10.316,8.573,8.132,lefthook
1525,1.3,0.883,1.174,2.542,4.714,3.699,leftuppercut
1526,1.619,1.967,1.899,4.662,5.157,4.64,leftuppercut
1527,0.083,0.09,0.036,0.131,0.145,0.17,righthook
1528,0.947,1.097,0.669,1.693,4.486,2.695,lefthook
1529,0.156,0.109,0.046,0.167,0.157,0.452,leftnopunch
1530,0.958,2.669,1.588,5.407,6.531,4.943,jab
1531,1.064,0.786,0.641,2.423,4.073,3.689,rightuppercut
1532,0.655,0.278,0.264,0.293,0.531,0.778,righthook
1533,1.987,1.813,1.627,3.396,5.758,5.369,leftuppercut
1534,0.413,2.168,1.131,1.85,1.305,1.229,cross
1535,0.508,2.761,1.286,3.725,3.133,2.73,jab
1536,0.805,0.33,0.533,0.6,0.611,1.07,righthook
1537,1.846,1.973,1.732,3.364,6.501,7.327,rightuppercut
1538,0.366,0.087,0.168,0.234,0.353,0.604,leftnopunch
1539,0.4,0.625,0.59,1.66,1.668,2.017,leftuppercut
1540,2.112,1.486,1.963,3.907,7.334,6.835,lefthook
1541,1.884,1.839,1.385,3.943,6.563,5.805,leftuppercut
1542,0.695,2.762,1.601,5.073,4.043,2.947,jab
1543,0.621,2.445,1.226,2.412,2.967,3.154,cross
1544,0.856,0.681,0.647,1.54,4.019,3.208,leftuppercut
1545,1.933,1.299,1.372,2.908,8.473,5.784,righthook
1546,1.314,1.821,3.266,12.655,9.827,7.516,righthook
1547,2.203,1.532,1.693,4.19,6.985,6.781,righthook
1548,1.003,1.077,0.942,2.395,4.147,3.287,leftuppercut
1549,2.046,3.52,1.644,5.684,6.78,5.482,jab
1550,1.868,1.357,1.331,3.509,5.479,4.974,leftuppercut
1551,2.314,2.013,1.128,3.988,9.032,8.692,leftuppercut
1552,0.254,0.21,0.424,0.242,0.461,0.588,leftnopunch
1553,2.176,2.179,1.567,3.614,6.462,6.307,leftuppercut
1554,0.863,0.329,0.28,0.683,0.647,1.431,rightuppercut
1555,2.318,1.806,2.02,5.039,8.651,6.451,lefthook
1556,2.291,1.023,1.764,2.866,6.408,5.308,righthook
1557,1.101,2.171,1.888,3.27,6.081,1.411,cross
1558,1.453,3.407,1.444,4.674,7.488,6.309,jab
1559,0.267,0.186,0.43,0.51,0.375,0.549,rightnopunch
1560,2.191,2.043,1.346,3.276,7.721,8.503,leftuppercut
1561,1.981,1.049,1.515,3.45,7.125,5.564,righthook
1562,1.649,2.273,1.445,4.08,11.645,7.535,leftuppercut
1563,0.56,2.31,0.94,3.029,2.942,2.667,cross
1564,1.504,1.859,2.103,9.635,9.443,5.28,cross
1565,0.921,0.687,0.631,2.546,4.114,3.098,lefthook
1566,2.966,2.397,2.159,7.392,12.75,13.928,rightuppercut
1567,0.218,0.209,0.222,0.335,0.383,0.455,leftnopunch
1568,1.269,2.002,1.245,3.468,8.273,6.798,leftuppercut
1569,0.735,0.456,0.841,2.1,3.437,1.952,leftuppercut
1570,1.611,2.401,1.347,2.664,4.429,2.186,jab
1571,1.257,1.885,3.429,15.245,13.672,8.027,righthook
1572,0.299,0.171,0.475,0.282,0.784,0.474,leftnopunch
1573,1.048,1.037,0.935,1.794,4.398,3.109,leftuppercut
1574,1.138,1.877,3.378,14.945,13.043,8.22,righthook
1575,1.736,1.715,1.913,4.609,7.387,6.427,lefthook
1576,1.895,1.592,2.457,10.207,9.758,9.177,lefthook
1577,2.275,2.15,1.839,8.895,11.585,9.961,rightuppercut
1578,0.207,0.236,0.232,0.383,0.596,0.658,leftnopunch
1579,1.082,0.847,1.281,2.587,4.222,3.013,leftuppercut
1580,2.033,1.365,1.392,3.678,7.302,5.814,righthook
1581,0.133,0.124,0.113,0.25,0.123,0.203,rightnopunch
1582,0.16,0.268,0.299,1.62,1.356,1.478,leftnopunch
1583,0.907,2.037,1.522,1.813,5.131,1.902,cross
1584,2.787,2.227,1.86,7.225,11.999,11.623,rightuppercut
1585,1.584,1.861,1.668,4.17,6.114,6.553,rightuppercut
1586,1.908,2.171,2.093,4.886,7.122,8.444,rightuppercut
1587,0.454,0.41,0.431,0.912,0.839,0.978,rightnopunch
1588,0.95,1.513,1.554,2.333,5.458,1.459,cross
1589,0.446,2.215,1.294,2.011,2.983,1.977,cross
1590,1.494,2.556,1.323,2.664,4.17,1.466,jab
1591,0.375,0.287,0.347,0.703,0.631,0.937,rightnopunch
1592,0.17,0.201,0.301,0.371,0.504,0.556,leftnopunch
1593,1.252,2.331,1.447,2.245,4.356,2.345,jab
1594,2.02,1.777,1.51,3.414,6.825,7.453,rightuppercut
1595,1.076,2.175,1.489,2.75,5.812,1.59,cross
1596,0.54,0.545,0.739,1.811,3.473,2.062,rightnopunch
1597,1.459,1.857,2.516,10.796,8.905,7.572,lefthook
1598,0.968,2.231,1.408,2.308,4.572,2.235,jab
1599,1.037,1.918,1.763,2.539,5.523,1.677,cross
1600,0.597,1.672,0.993,2.872,2.958,2.319,cross
1601,0.742,0.238,0.302,0.738,0.411,0.656,leftnopunch
1602,1.056,1.488,2.025,9.138,7.934,5.809,lefthook
1603,2.017,1.435,1.087,3.115,8.716,7.387,leftuppercut
1604,0.78,2.106,1.577,2.081,5.283,2.131,cross
1605,0.764,1.325,1.159,2.116,4.315,1.128,cross
1606,2.444,1.982,1.675,5.261,8.591,8.189,leftuppercut
1607,1.414,2.931,2.386,12.071,11.21,6.199,cross
1608,1.928,1.37,1.867,3.437,6.599,4.909,lefthook
1609,1.37,3.462,1.583,7.95,9.188,6.456,jab
1610,1.821,1.317,2.148,4.078,6.838,5.432,lefthook
1611,0.246,0.157,0.147,0.445,0.272,0.45,leftnopunch
1612,1.92,1.416,1.552,4.15,7.626,6.112,righthook
1613,2.323,2.151,1.326,2.502,6.783,5.004,leftuppercut
1614,0.431,0.504,0.824,1.948,2.098,1.847,rightnopunch
1615,1.084,2.275,1.466,2.018,4.159,1.653,jab
1616,1.292,2.475,1.643,4.358,7.28,5.781,jab
1617,1.514,2.082,3.659,13.098,12.584,7.401,righthook
1618,1.543,3.397,1.489,5.755,6.454,6.291,jab
1619,1.518,1.655,2.422,9.254,8.895,7.544,lefthook
1620,1.791,1.998,2.386,10.741,8.434,7.281,lefthook
1621,1.42,3.397,1.476,5.371,5.874,4.863,jab
1622,0.821,2.575,1.746,5.475,7.065,4.088,jab
1623,1.274,2.214,1.227,2.168,4.18,1.745,jab
1624,0.203,0.391,0.565,1.907,2.061,1.13,rightnopunch
1625,0.475,0.163,0.194,0.442,0.374,0.486,leftnopunch
1626,3.013,2.563,2.654,10.886,12.803,11.866,rightuppercut
1627,1.373,2.087,1.194,4.304,8.542,6.627,leftuppercut
1628,2.211,2.344,1.635,4.907,6.972,9.833,leftuppercut
1629,0.064,0.066,0.065,0.23,0.361,0.252,leftnopunch
1630,1.654,0.729,1.141,3.469,4.021,4.297,rightuppercut
1631,1.867,0.786,0.836,2.381,4.03,4.632,rightuppercut
1632,2.248,1.913,1.059,2.915,8.436,8.468,leftuppercut
1633,0.568,0.291,0.194,0.272,1.868,1.531,lefthook
1634,2.026,1.966,1.287,2.831,6.562,5.072,leftuppercut
1635,1.063,1.683,2.023,8.764,8.686,6.647,lefthook
1636,0.351,0.469,0.236,1.045,0.854,0.288,rightnopunch
1637,0.938,2.747,1.87,5.488,6.547,4.487,jab
1638,0.067,0.078,0.05,0.144,0.096,0.224,leftnopunch
1639,1.624,2.367,1.389,2.761,4.474,1.95,jab
1640,0.721,2.616,1.161,3.027,2.699,2.452,cross
1641,0.514,2.3,1.22,3.176,2.835,2.312,cross
1642,1.213,3.102,1.719,4.972,7.622,5.586,jab
1643,1.304,2.03,2.073,8.816,6.522,6.228,lefthook
1644,0.177,0.124,0.116,0.261,0.253,0.165,rightnopunch
1645,1.564,1.882,2.318,10.335,8.775,6.583,lefthook
1646,0.264,0.168,0.174,0.352,0.17,0.388,leftnopunch
1647,3.05,2.552,1.639,5.068,12.978,13.09,leftuppercut
1648,0.369,0.243,0.218,0.858,0.416,0.601,leftnopunch
1649,2.11,1.391,1.091,2.948,5.072,5.972,righthook
1650,2.53,2.152,1.563,4.267,9.212,10.147,leftuppercut
1651,1.033,0.859,0.8,2.048,4.93,2.724,lefthook
1652,1.156,2.564,2.226,8.726,7.896,5.219,cross
1653,1.436,2.887,1.78,5.089,7.424,5.791,jab
1654,2.255,1.181,1.786,3.567,8.702,6.626,lefthook
1655,1.037,1.437,2.044,8.352,8.271,4.475,cross
1656,1.495,1.684,1.524,2.76,5.711,5.824,rightuppercut
1657,0.231,0.253,0.338,1.111,1.582,0.7,rightnopunch
1658,0.374,0.125,0.328,0.767,0.647,0.448,rightnopunch
1659,0.559,1.595,1.538,1.712,4.997,1.5,cross
1660,1.225,2.072,1.749,7.823,8.69,4.52,cross
1661,0.291,0.428,0.409,1.571,2.139,1.61,leftnopunch
1662,2.286,1.957,1.554,3.772,10.046,8.983,leftuppercut
1663,1.06,0.906,0.71,2.16,4.398,2.888,lefthook
1664,0.525,2.479,1.447,3.104,2.9,2.385,cross
1665,2.217,2.071,2.098,3.86,6.309,8.204,rightuppercut
1666,2.129,1.571,1.571,4.685,6.801,6.773,righthook
1667,2.442,1.506,1.778,4.869,7.079,7.094,righthook
1668,1.182,0.887,0.775,1.596,4.26,3.526,leftuppercut
1669,1.3,1.6,2.454,9.229,8.812,5.87,lefthook
1670,1.724,1.767,1.993,5.771,5.663,8.668,rightuppercut
1671,0.186,0.303,0.298,2.063,1.829,1.467,leftnopunch
1672,2.744,2.81,2.752,11.335,13.792,12.704,rightuppercut
1673,1.352,1.502,2.342,8.97,8.291,6.507,lefthook
1674,2.136,1.982,1.443,3.397,5.873,5.705,leftuppercut
1675,1.302,1.286,3.058,11.232,9.607,7.405,righthook
1676,1.256,2.078,1.513,2.98,5.484,1.556,cross
1677,0.677,0.265,0.317,0.58,0.598,0.678,leftnopunch
1678,1.645,0.828,1.111,2.804,4.178,3.51,righthook
1679,0.377,0.479,0.447,2.135,1.524,1.703,leftnopunch
1680,1.31,2.35,1.357,2.224,4.405,1.942,jab
1681,1.994,1.312,1.472,3.901,6.66,6.413,rightuppercut
1682,1.996,1.447,1.493,2.902,7.246,5.409,righthook
1683,0.155,0.216,0.245,1.192,1.006,1.245,leftnopunch
1684,1.584,2.11,3.352,13.509,11.403,7.387,righthook
1685,1.573,2.159,3.132,10.511,10.419,8.192,righthook
1686,2.352,3.857,2.576,3.993,4.527,3.95,rightuppercut
1687,1.542,1.855,2.139,9.886,7.889,5.805,lefthook
1688,0.123,0.222,0.214,0.429,0.367,0.259,rightnopunch
1689,1.176,2.155,1.454,2.189,3.982,1.62,jab
1690,0.644,2.048,1.455,2.21,5.134,1.677,cross
1691,0.184,0.324,0.162,0.343,0.457,0.457,rightnopunch
1692,1.79,1.19,0.856,2.468,5.655,5.732,leftuppercut
1693,1.848,0.835,1.087,3.035,4.52,5.002,rightuppercut
1694,0.14,0.331,0.321,0.83,1.394,1.075,rightnopunch
1695,2.305,2.121,1.673,3.662,7.376,7.158,leftuppercut
1696,0.725,1.969,1.537,2.047,4.916,1.537,cross
1697,0.989,2.175,1.349,2.211,4.297,2.145,jab
1698,0.462,0.385,0.347,1.599,1.473,1.687,leftnopunch
1699,0.426,0.522,0.763,2.162,2.081,1.28,rightnopunch
1700,1.424,2.776,1.47,4.837,7.401,5.843,jab
1701,1.561,2.234,2.935,13.309,11.251,7.389,righthook
1702,1.217,2.148,1.493,2.433,5.123,2.507,jab
1703,0.802,2.179,1.712,2.858,5.712,1.964,cross
1704,1.43,2.532,1.168,6.014,5.09,5.038,jab
1705,1.062,0.845,0.812,1.353,4.6,3.138,leftuppercut
1706,0.214,0.247,0.22,0.411,0.367,0.182,rightnopunch
1707,1.317,2.046,1.275,2.476,3.239,1.756,jab
1708,1.998,1.046,1.691,3.662,7.16,5.549,righthook
1709,1.924,0.853,0.883,2.934,3.775,4.858,rightuppercut
1710,0.358,0.387,0.306,0.713,0.696,0.692,rightnopunch
1711,0.453,2.775,1.467,3.731,3.348,2.196,jab
1712,0.15,0.091,0.09,0.1,0.24,0.26,rightuppercut
1713,0.175,0.253,0.238,1.432,1.25,1.345,leftnopunch
1714,1.368,2.375,1.415,3.258,6.434,6.631,rightuppercut
1715,0.318,0.694,0.848,2.054,2.816,2.407,rightnopunch
1716,1.13,2.104,1.951,9.095,9.147,4.47,cross
1717,0.115,0.107,0.183,0.442,0.506,0.172,rightnopunch
1718,1.966,1.8,1.982,4.099,6.596,6.801,lefthook
1719,1.276,2.042,1.965,9.771,9.376,5.598,cross
1720,0.696,1.206,1.714,6.122,6.189,5.269,lefthook
1721,0.647,0.606,0.793,2.242,3.163,2.001,rightnopunch
1722,0.354,0.205,0.213,0.81,0.456,0.624,leftnopunch
1723,0.343,0.178,0.242,0.571,0.327,0.577,leftnopunch
1724,1.224,1.907,1.996,9.295,8.974,4.88,cross
1725,0.201,0.299,0.629,1.841,2.481,2.005,rightnopunch
1726,1.452,2.027,2.427,11.266,9.907,7.491,righthook
1727,0.36,0.158,0.26,0.526,0.575,0.556,leftnopunch
1728,1.736,0.917,1.537,3.109,7.028,5.525,righthook
1729,1.094,1.443,1.871,8.087,9.204,4.494,cross
1730,1.527,1.954,2.571,10.598,9.222,8.084,lefthook
1731,1.824,2.88,1.706,5.154,6.688,6.45,jab
1732,2.371,1.521,1.878,3.503,8.762,5.939,lefthook
1733,0.334,0.258,0.116,0.442,0.304,0.762,righthook
1734,1.311,2.446,1.543,2.587,4.182,2.207,jab
1735,1.006,2.957,1.479,5.64,7.959,4.86,jab
1736,2.014,1.7,1.802,2.541,7.992,5.903,lefthook
1737,1.202,0.655,0.69,1.744,4.142,2.762,leftuppercut
1738,0.39,0.457,0.091,0.296,0.316,0.358,leftnopunch
1739,0.591,0.248,0.221,0.752,0.373,0.822,leftnopunch
1740,0.512,0.175,0.302,0.384,0.42,0.399,leftnopunch
1741,0.724,1.852,1.554,2.092,5.331,1.524,cross
1742,0.207,0.192,0.075,0.264,0.267,0.469,righthook
1743,0.305,0.614,0.633,0.81,0.74,0.705,rightnopunch
1744,2.358,2.268,1.478,4.463,11.94,9.942,leftuppercut
1745,1.271,2.489,1.312,2.289,5.121,2.195,jab
1746,0.216,0.114,0.07,0.147,0.296,0.439,rightuppercut
1747,0.788,0.344,0.48,0.715,1.201,1.283,righthook
1748,0.857,2.08,1.804,8.605,8.079,3.103,cross
1749,1.773,2.269,1.842,3.046,6.914,7.511,rightuppercut
1750,1.63,2.048,1.475,2.942,6.034,5.137,leftuppercut
1751,0.447,0.346,0.322,1.556,1.348,1.381,leftnopunch
1752,1.094,1.328,0.906,2.759,4.909,3.652,lefthook
1753,2.212,1.823,1.059,2.848,6.013,7.488,leftuppercut
1754,0.236,0.16,0.12,0.355,0.274,0.526,righthook
1755,0.322,0.404,0.466,0.834,0.823,1.225,rightnopunch
1756,2.338,1.783,1.925,4.381,6.832,7.031,rightuppercut
1757,0.342,0.141,0.222,0.412,0.244,0.414,leftnopunch
1758,0.095,0.079,0.2,0.265,0.557,0.181,leftuppercut
1759,0.143,0.254,0.312,1.527,1.604,1.83,leftnopunch
1760,0.322,0.245,0.468,0.765,0.679,0.884,rightnopunch
1761,0.257,0.081,0.207,0.306,0.521,0.175,leftnopunch
1762,0.528,1.795,1.28,3.128,2.585,1.992,cross
1763,0.797,2.522,1.62,2.871,5.145,1.833,cross
1764,0.818,3.101,1.39,3.448,3.262,2.942,jab
1765,0.591,0.233,0.259,0.832,0.513,0.536,leftnopunch
1766,2.82,2.397,1.885,8.355,10.678,11.053,rightuppercut
1767,0.381,0.561,0.652,3.286,3.137,1.318,rightuppercut
1768,1.342,1.94,2.126,8.938,8.001,6.44,lefthook
1769,1.27,1.875,0.886,4.076,8.383,4.972,leftuppercut
1770,2.039,2.018,1.524,3.323,6.78,7.707,rightuppercut
1771,1.182,1.92,3.356,15.072,12.207,7.663,righthook
1772,0.813,0.447,0.326,0.865,0.522,0.934,righthook
1773,0.838,1.576,1.467,1.954,5.719,1.53,cross
1774,1.262,3.056,1.684,4.424,7.746,5.457,jab
1775,0.909,1.513,0.81,2.509,4.389,2.599,leftuppercut
1776,2.153,1.479,2.263,5.568,9.014,6.182,lefthook
