,X (rad/s),Y (rad/s),Z (rad/s),X (m/s^2),Y (m/s^2),Z (m/s^2),Punch Type
4631,0.118,0.095,0.042,0.209,0.196,0.28,righthook
4632,0.03,0.074,0.075,0.131,0.134,0.085,lefthook
4633,1.469,1.925,1.621,7.401,7.535,3.723,cross
4634,0.638,1.33,0.367,2.377,1.604,1.352,jab
4635,0.029,0.169,0.06,0.133,0.053,0.132,cross
4636,0.409,0.281,0.405,0.432,0.473,0.391,rightnopunch
4637,4.052,3.35,2.499,5.871,13.327,12.923,leftuppercut
4638,2.456,1.799,2.267,4.846,7.489,7.518,righthook
4639,0.435,0.887,0.414,1.524,0.62,0.587,leftuppercut
4640,0.797,0.699,0.872,1.115,3.593,2.636,leftuppercut
4641,0.778,0.122,0.329,0.187,0.792,0.885,righthook
4642,0.262,0.274,0.113,0.778,0.609,0.572,jab
4643,0.395,0.181,0.215,0.542,0.478,0.375,leftnopunch
4644,0.032,0.061,0.019,0.059,0.058,0.057,jab
4645,0.46,1.061,0.479,1.421,0.655,0.537,leftuppercut
4646,0.182,0.769,0.462,1.494,0.576,0.989,rightuppercut
4647,0.17,0.096,0.044,0.106,0.229,0.201,rightuppercut
4648,0.887,1.7,1.606,7.048,8.505,4.729,cross
4649,1.878,4.529,3.027,10.301,13.65,8.752,jab
4650,0.74,0.258,0.157,0.547,0.719,1.254,righthook
4651,0.109,0.095,0.055,0.141,0.18,0.3,leftnopunch
4652,0.473,0.222,0.498,0.301,1.258,0.431,leftuppercut
4653,0.437,0.251,0.182,0.21,0.309,0.282,leftnopunch
4654,0.11,0.033,0.089,0.085,0.232,0.077,leftuppercut
4655,0.391,0.154,0.28,0.449,0.262,0.475,leftnopunch
4656,1.211,4.912,1.679,6.678,5.435,5.167,cross
4657,1.278,2.516,0.573,4.841,1.88,3.994,jab
4658,1.798,3.639,3.881,15.853,13.584,6.176,cross
4659,1.337,4.462,3.192,8.901,11.525,6.126,jab
4660,0.754,3.415,2.15,6.576,5.226,5.025,jab
4661,0.365,1.541,0.944,1.09,2.095,0.931,cross
4662,0.348,1.511,1.221,1.6,1.764,1.124,rightuppercut
4663,0.298,0.4,0.698,1.826,2.557,1.862,rightnopunch
4664,0.201,0.119,0.088,0.241,0.39,0.728,leftnopunch
4665,1.557,3.214,2.439,4.013,10.98,2.358,cross
4666,0.074,0.087,0.03,0.073,0.059,0.096,jab
4667,0.278,0.216,0.214,0.687,0.535,0.948,rightnopunch
4668,0.767,2.45,1.713,4.744,5.768,3.031,cross
4669,3.107,1.263,1.457,3.189,10.787,6.913,leftuppercut
4670,0.412,0.416,0.816,0.616,1.443,0.752,leftuppercut
