"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.414708966E0,-2.608580589E-1,2.867832184E-1,-1.536941528E-2
6.434648966E0,-3.471875191E-1,2.167806625E-1,-2.681910992E-1
6.454512560E0,5.267727375E-2,-6.951522827E-2,-1.827461720E-1
6.474436830E0,2.611865997E-1,-2.352762222E-1,4.261732101E-2
6.494284903E0,2.780472040E-1,-8.918762207E-2,-1.304042339E-1
6.514171778E0,4.321957827E-1,-3.746223450E-2,-3.760926723E-1
6.534082351E0,7.378621101E-1,-1.673574448E-1,-3.868215084E-1
6.553957195E0,7.903095484E-1,-1.640748978E-1,-1.040658951E-1
6.573863810E0,8.045102358E-1,-7.647228241E-2,-4.779982567E-2
6.593722560E0,9.618185759E-1,-1.208086014E-1,-1.167006493E-1
6.613604174E0,1.122903824E0,-2.675714493E-1,4.615879059E-2
6.633513132E0,9.615906477E-1,-3.756771088E-1,1.599776745E-1
6.653464851E0,7.137269974E-1,-2.805566788E-1,-3.328371048E-2
6.673301257E0,5.603817701E-1,-2.127323151E-1,-1.065521240E-1
6.693191153E0,6.127041578E-1,-3.241462708E-1,-1.798396111E-1
6.713099955E0,7.331683636E-1,-4.230442047E-1,-1.402935982E-1
6.732946935E0,6.126804352E-1,-3.922271729E-1,-2.312018871E-1
6.752868289E0,5.090352297E-1,-2.306375504E-1,-7.286906242E-2
6.772726257E0,5.830048323E-1,-3.146886826E-1,-6.128454208E-2
6.792630528E0,7.842528820E-1,-3.053045273E-1,-1.229047775E-3
6.812554695E0,8.224476576E-1,-2.311143875E-1,-7.831883430E-2
6.832464955E0,7.484062910E-1,-2.177734375E-1,-1.526296139E-1
6.852293028E0,7.312527895E-1,-1.146144867E-1,5.618810654E-3
6.872172976E0,4.534289837E-1,-2.508735657E-2,1.980471611E-2
6.892089070E0,2.348778248E-1,4.360198975E-2,-1.214373112E-1
6.911947976E0,-3.843510151E-2,4.908561707E-2,-7.795882225E-2
6.931856466E0,-1.944236755E-1,3.155517578E-2,-3.744673729E-2
6.951773185E0,-2.025556564E-1,1.373062134E-1,-1.200551987E-1
6.971670476E0,-1.639795303E-1,1.304216385E-1,-2.256681919E-1
6.991549018E0,-1.722637415E-1,2.482509613E-2,-2.058641911E-1
7.011444330E0,-2.240407467E-1,-3.259849548E-2,-2.488679886E-1
7.031315424E0,-3.936196566E-1,9.459495544E-2,-1.268408298E-1
7.051185268E0,-6.248469353E-1,7.370376587E-2,-9.930300713E-2
7.071109747E0,-7.655235529E-1,7.040500641E-2,-1.470675468E-1
7.090979174E0,-9.526233077E-1,1.592321396E-1,-2.220673561E-1
7.110876414E0,-1.152753592E0,2.825651169E-1,-2.611062527E-1
7.130765997E0,-1.382480145E0,3.142499924E-1,-1.656603813E-2
7.150649799E0,-1.667901278E0,4.096031189E-1,1.715955734E-1
7.170545060E0,-2.110205650E0,6.979084015E-1,3.724436760E-1
7.190484903E0,-2.689855337E0,1.027749062E0,5.862014294E-1
7.210302872E0,-2.975267887E0,1.313988686E0,9.770073891E-1
7.230211570E0,-2.785010338E0,1.424496651E0,1.326377869E0
7.250102455E0,-2.320634604E0,1.252437592E0,9.607849121E-1
7.269972716E0,-1.655207753E0,1.775323868E0,1.492682695E0
7.289859695E0,-2.368680239E0,3.038676262E0,2.780033588E0
7.309764695E0,-4.125962734E0,4.375222206E0,2.605856895E0
7.329644070E0,-5.816244125E0,5.654561043E0,9.554529190E-1
7.349523914E0,-6.425225258E0,7.744308472E0,-5.866222382E-1
7.369425372E0,-6.293632984E0,9.798793793E0,-2.503438950E0
7.389342976E0,-5.863038063E0,1.173576260E1,-4.929510593E0
7.409221726E0,-7.726495266E0,1.257580376E1,-8.643100739E0
7.429108341E0,-1.091640472E1,1.064480400E1,-1.147009087E1
7.448994018E0,-9.990137100E0,7.314200401E0,-8.728593826E0
7.468870320E0,-7.255790234E0,-2.467875957E0,-5.593950272E0
7.488771362E0,-8.463773727E0,-1.878117561E1,-3.851038456E0
7.508669903E0,-8.265406609E0,-3.474977112E1,-1.988823891E0
7.528533653E0,-2.936532497E0,-4.365879059E1,-2.654647827E-1
7.548457351E0,5.671025276E0,-3.107516098E1,-1.614837170E0
7.568350685E0,3.119233608E0,-1.228237915E1,-6.290777683E0
7.588232768E0,-1.126540375E1,-9.607385635E0,-3.948448181E0
7.608117403E0,-3.126531124E0,-6.641234398E0,5.873639107E0
7.628013445E0,4.954905510E-1,-1.201694107E1,-4.011418819E0
7.647891205E0,4.414080381E-1,-1.139010334E1,-6.221220970E0
7.667768237E0,1.770203948E0,-8.331717491E0,-6.763877869E-1
